0.224275	0.295635	Emberiza citrinella
\	4282.536133	5352.679199
1.617495	1.719438	Emberiza citrinella
\	4243.908203	5167.161621
2.670906	2.738868	Emberiza citrinella
\	3665.079834	5213.002441
3.775288	3.887426	Emberiza citrinella
\	3699.183838	5121.677734
5.338414	5.443755	Emberiza citrinella
\	3531.289551	5167.161621
6.690858	6.809791	Emberiza citrinella
\	3498.487061	5167.161621
8.454471	8.532627	Emberiza citrinella
\	3564.348389	5592.847168
12.144807	12.287527	Emberiza citrinella
\	3631.240967	5167.161621
15.634655	15.736598	Emberiza citrinella
\	3838.284668	5447.625977
19.375962	19.535673	Emberiza citrinella
\	3873.740967	5305.757812
19.814317	19.865289	Turdus philomelos
\	7247.744141	8093.917480
25.614873	25.720214	Emberiza citrinella
\	4321.463867	5791.822266
