0.449517	0.783444	Charadrius hiaticula
\	1972.886963	2684.981689
1.798067	2.119151	Charadrius hiaticula
\	1858.497803	2511.897949
2.754896	3.050293	Charadrius hiaticula
\	1926.529907	2626.274658
3.339268	3.634665	Charadrius hiaticula
\	2068.069580	2898.736328
3.994278	4.193350	Charadrius hiaticula
\	1814.125000	2511.897949
4.546542	4.745613	Charadrius hiaticula
\	1664.792969	2217.236328
5.278612	5.618960	Charadrius hiaticula
\	1996.371094	2540.118164
5.933622	6.254706	Charadrius hiaticula
\	1949.607056	2962.251953
6.222597	6.530837	Charadrius hiaticula
\	2068.069580	2568.586182
6.710644	6.858343	Charadrius hiaticula
\	1644.196655	2347.664307
9.035288	9.388480	Charadrius hiaticula
\	1836.214478	2626.274658
11.090223	11.404884	Charadrius hiaticula
\	1792.227783	2684.981689
12.258966	12.592893	Charadrius hiaticula
\	1880.977295	2597.304443
13.408445	13.716685	Charadrius hiaticula
\	1880.977295	2540.118164
14.403804	14.622141	Charadrius hiaticula
\	2068.069580	2655.499756
16.644966	16.876146	Charadrius hiaticula
\	1972.886963	2456.192627
