1.376018	1.476573	Fringilla coelebs
\	2092.728271	3222.497314
2.550926	2.677943	Fringilla coelebs
\	2331.379883	3315.479492
3.990453	4.112177	Fringilla coelebs
\	1996.289795	3268.716064
4.996004	5.096560	Fringilla coelebs
\	1996.289795	3410.665527
5.906293	6.012141	Fringilla coelebs
\	2261.185303	3508.108887
7.890935	8.033829	Fringilla coelebs
\	1784.018799	3268.716064
9.071135	9.182275	Fringilla coelebs
\	2331.379883	3362.793945
10.351891	10.441861	Fringilla coelebs
\	2092.728271	3315.479492
11.955481	12.034867	Fringilla coelebs
\	2092.728271	3222.497314
15.231463	15.310848	Fringilla coelebs
\	2296.076904	3410.665527
16.485756	16.602188	Fringilla coelebs
\	2192.615967	3459.101807
18.004668	18.115808	Fringilla coelebs
\	2092.728271	3459.101807
19.206038	19.333055	Fringilla coelebs
\	2226.700195	3557.692627
20.100450	20.190420	Fringilla coelebs
\	2092.728271	3315.479492
21.180095	21.296527	Fringilla coelebs
\	2125.634766	3459.101807
22.085092	22.169770	Fringilla coelebs
\	2092.728271	3508.108887
22.728115	22.796916	Fringilla coelebs
\	2261.185303	3508.108887
23.958593	24.080318	Fringilla coelebs
\	2060.204590	3315.479492
24.921806	25.006484	Fringilla coelebs
\	2296.076904	3459.101807
25.175840	25.297565	Fringilla coelebs
\	2830.012451	4258.042480
