0.289145	0.532508	Turdus iliacus
\	5779.717285	7500.137695
1.040920	1.202359	Fringilla coelebs
\	2387.521973	7571.966797
1.330065	1.496323	Fringilla coelebs
\	1985.396362	7500.137695
1.551742	1.696315	Fringilla coelebs
\	2497.130615	7644.425293
1.583066	1.766191	Larus argentatus
\	1129.591064	1331.445679
1.775829	1.990278	Larus argentatus
\	877.483521	1161.783813
1.775829	1.963773	Fringilla coelebs
\	2334.134521	7865.628418
2.142079	2.322794	Fringilla coelebs
\	2610.630859	7644.425293
2.522786	2.778197	Larus argentatus
\	374.757416	1440.576904
2.797473	3.055294	Larus argentatus
\	823.401550	1385.297607
3.134809	3.351667	Larus argentatus
\	1006.291565	1459.326904
