0.663426	0.761586	Fringilla coelebs
\	2223.638672	3256.046387
2.041051	2.125671	Fringilla coelebs
\	2127.031250	3323.072998
3.056499	3.141119	Fringilla coelebs
\	2079.931396	3323.072998
3.662383	3.757158	Fringilla coelebs
\	2174.929199	6303.959961
4.677831	4.775991	Turdus philomelos
\	6543.304199	9019.100586
4.958771	5.073855	Fringilla coelebs
\	2010.749146	3566.736572
6.085919	6.180694	Fringilla coelebs
\	2079.931396	3602.729980
6.536101	6.678263	Turdus philomelos
\	7046.811035	10049.923828
7.141985	7.213066	Fringilla coelebs
\	2174.929199	3323.072998
8.022040	8.120200	Fringilla coelebs
\	2127.031250	3460.552246
9.095030	9.196575	Fringilla coelebs
\	2223.638672	3289.418457
10.093554	10.184944	Fringilla coelebs
\	2426.870361	3323.072998
10.289874	10.432036	Fringilla coelebs
\	2199.181885	3222.953369
11.017611	11.095462	Fringilla coelebs
\	2533.723877	3323.072998
11.965363	12.043214	Fringilla coelebs
\	2349.053467	3863.330811
14.146884	14.217965	Fringilla coelebs
\	2506.673096	3061.593018
14.304278	14.390591	Fringilla coelebs
\	3222.953369	4929.745605
14.879699	15.025246	Fringilla coelebs
\	7244.521484	9607.753906
