0.434490	0.710983	Clamator glandarius
\	1232.851685	1456.840454
1.259033	1.528120	Clamator glandarius
\	1191.280151	1466.717041
2.053952	2.234166	Clamator glandarius
\	1232.851685	1516.781494
2.826653	3.100677	Clamator glandarius
\	1206.540771	1740.000610
3.619103	3.880784	Clamator glandarius
\	1129.737183	1706.786011
4.409084	4.633735	Clamator glandarius
\	1232.851685	1674.023438
5.236096	5.448404	Clamator glandarius
\	1286.567627	1740.000610
6.097670	6.258135	Clamator glandarius
\	1259.525635	1773.673584
