3.645057	3.982239	Carduelis carduelis
\	3140.720703	5435.097168
4.052001	4.255473	Carduelis carduelis
\	3334.820312	5692.405273
4.854262	5.133310	Carduelis carduelis
\	2986.123779	4904.890137
5.871623	6.051841	Carduelis carduelis
\	2723.361328	5139.961426
6.621563	6.743646	Carduelis carduelis
\	2780.085205	5236.728027
7.342435	7.534280	Carduelis carduelis
\	2926.041260	4904.890137
8.249339	8.534200	Carduelis carduelis
\	2896.368652	5435.097168
10.353822	10.475905	Carduelis carduelis
\	2558.676758	4997.763184
11.603722	11.917650	Carduelis carduelis
\	2640.003906	5139.961426
13.318701	13.510546	Carduelis carduelis
\	2401.914551	4951.136230
