1.062142	1.796983	Otus scops
\	1288.535645	1905.733398
1.609050	1.934238	Charadrius hiaticula
\	1532.781250	2714.495361
3.923378	4.185218	Charadrius hiaticula
\	1237.995483	3036.446289
4.115535	4.896832	Otus scops
\	1288.535645	1839.506714
6.372850	6.740271	Charadrius hiaticula
\	1188.739868	3233.869629
7.078129	7.753845	Otus scops
\	1213.209351	2043.413086
7.965007	8.311311	Charadrius hiaticula
\	1237.995483	3336.459473
9.312216	9.721869	Charadrius hiaticula
\	1263.102783	3336.459473
10.110406	10.853694	Otus scops
\	1288.535645	1939.491455
11.043740	11.466062	Charadrius hiaticula
\	982.129150	3549.734375
12.141779	12.559878	Charadrius hiaticula
\	1188.739868	3036.446289
12.787932	13.041326	Charadrius hiaticula
\	1314.297974	2988.658203
13.159576	13.797284	Otus scops
\	1263.102783	1807.027222
13.522774	13.974659	Charadrius hiaticula
\	1743.308716	3660.562500
14.641929	15.076922	Charadrius hiaticula
\	1188.739868	3495.382812
15.782201	16.166514	Charadrius hiaticula
\	1448.202881	3388.753174
16.166514	16.859124	Otus scops
\	1288.535645	1839.506714
16.301658	16.601507	Charadrius hiaticula
\	1366.828003	3133.887451
16.918249	17.323679	Charadrius hiaticula
\	1532.781250	3604.791748
18.045851	18.417495	Charadrius hiaticula
\	1532.781250	3441.724609
18.645549	18.852487	Charadrius hiaticula
\	1591.009033	3133.887451
19.152336	19.794267	Otus scops
\	1237.995483	1973.687256
19.203015	19.599998	Charadrius hiaticula
\	1681.210571	3183.557129
20.174357	20.541778	Charadrius hiaticula
\	1681.210571	3549.734375
21.483558	21.884764	Charadrius hiaticula
\	1561.708130	3336.459473
22.446453	22.839214	Charadrius hiaticula
\	1939.491455	3441.724609
