1.900727	2.228439	Charadrius hiaticula
\	2302.600342	2861.190430
2.375909	2.594384	Charadrius hiaticula
\	2094.464355	2797.803711
3.785069	4.129166	Charadrius hiaticula
\	2170.768311	3302.151123
5.947966	6.292063	Charadrius hiaticula
\	1900.755615	3230.916016
8.771747	9.088535	Charadrius hiaticula
\	2222.791748	3302.151123
12.900914	13.245011	Charadrius hiaticula
\	2145.105225	3160.948486
16.877148	17.281326	Charadrius hiaticula
\	2196.663330	3338.251221
19.455146	19.788320	Charadrius hiaticula
\	2249.156250	3195.775146
23.507846	23.830096	Charadrius hiaticula
\	2196.663330	3092.226074
27.992034	28.259665	Charadrius hiaticula
\	1900.755615	2797.803711
