0.180519	0.775170	Larus michahellis
\	3265.003906	6604.408691
0.615889	1.093733	Larus michahellis
\	3816.393311	6388.191406
1.093733	1.571578	Charadrius hiaticula
\	1851.818970	2851.363770
1.263633	1.858285	Larus michahellis
\	3468.626221	5842.393555
1.762716	2.357367	Larus michahellis
\	3907.777344	6388.191406
2.590980	3.291818	Larus michahellis
\	3033.743408	5585.460938
3.206868	3.748425	Larus michahellis
\	4001.010498	6109.826660
3.971420	4.512977	Larus michahellis
\	3816.393311	5712.640137
4.874015	5.277528	Charadrius hiaticula
\	2064.704346	2887.112793
4.874015	5.596091	Larus michahellis
\	3639.027100	6388.191406
6.105792	6.626112	Larus michahellis
\	3552.973145	6531.613281
7.220763	7.624276	Larus michahellis
\	3552.973145	5777.190430
7.571182	8.006552	Larus michahellis
\	3907.777344	6459.541504
8.325115	8.728628	Charadrius hiaticula
\	1851.818970	3109.291504
8.548109	9.503798	Larus michahellis
\	3427.081787	6902.991211
10.119687	10.703719	Larus michahellis
\	3468.626221	6531.613281
11.139088	11.924877	Larus michahellis
\	3385.951416	6979.523438
12.275297	13.124798	Larus michahellis
\	3147.636719	7373.903809
13.422124	13.868112	Charadrius hiaticula
\	1608.613403	3071.328613
13.740687	14.207913	Larus michahellis
\	4601.387207	7455.180176
