0.367357	1.102070	Cyanistes caeruleus
\	2522.842773	16096.316406
1.193066	1.573904	Erithacus rubecula
\	3717.840332	17009.923828
1.883966	2.163696	Turdus merula
\	2906.869629	6808.828125
2.807413	2.891669	Cyanistes caeruleus
\	6245.370117	8354.750000
3.151178	3.735915	Cyanistes caeruleus
\	2297.679443	15971.765625
6.012515	6.113622	Cyanistes caeruleus
\	6465.494629	7806.973633
6.642750	6.747228	Cyanistes caeruleus
\	6808.828125	8497.118164
6.935961	7.040439	Cyanistes caeruleus
\	6245.370117	7940.729004
7.229173	7.593159	Turdus merula
\	2906.869629	5927.800781
7.658879	8.080159	Cyanistes caeruleus
\	2589.016846	13364.791016
8.610973	8.681748	Cyanistes caeruleus
\	6578.157715	8354.750000
9.123250	9.210876	Cyanistes caeruleus
\	6465.494629	7940.729004
