0.208455	0.740483	Parus major
\	3678.336182	5084.141602
0.224012	0.311127	Fringilla coelebs
\	1950.434937	3109.291504
0.519583	0.634700	Cyanistes caeruleus
\	2866.176758	14294.995117
0.858712	1.381406	Parus major
\	3368.979736	5084.141602
1.904100	2.003660	Cyanistes caeruleus
\	2120.767578	14968.972656
2.003660	2.725476	Parus major
\	3137.306885	5709.027344
3.142387	3.773975	Erithacus rubecula
\	3051.642334	7718.360840
3.549963	3.618411	Cyanistes caeruleus
\	2120.767578	13235.504883
3.773975	3.861091	Cyanistes caeruleus
\	2079.729492	12636.088867
3.923316	4.548682	Erithacus rubecula
\	2814.294678	8545.070312
4.673133	5.376281	Erithacus rubecula
\	2671.802246	5411.524902
6.141654	6.963031	Erithacus rubecula
\	2620.774658	6751.532227
6.963031	7.442167	Cyanistes caeruleus
\	1607.521973	15946.350586
7.470168	8.465776	Parus major
\	1941.788086	6866.033691
