0.045370	0.816661	Carduelis carduelis
\	2819.119629	6531.920410
0.942301	1.015591	Fringilla coelebs
\	2023.075684	5902.107910
0.994651	1.563522	Cyanistes caeruleus
\	4201.522949	14818.239258
1.563522	1.846213	Carduelis carduelis
\	2921.986084	4721.579590
1.863663	2.027693	Linaria cannabina
\	2218.104736	8406.594727
2.118433	2.785024	Carduelis carduelis
\	2578.735596	5716.163574
2.816434	2.896704	Fringilla coelebs
\	1984.454834	5997.092773
2.963014	3.273625	Linaria cannabina
\	2396.649658	7716.737305
3.444635	4.331096	Carduelis carduelis
\	2578.735596	6701.357422
4.376466	4.533517	Linaria cannabina
\	1946.381470	7837.828125
4.596337	5.084937	Carduelis carduelis
\	2872.136230	6492.903809
5.440918	6.358789	Carduelis carduelis
\	2532.234131	4628.791992
5.692198	5.842269	Serinus serinus
\	4567.602051	7533.059082
6.480939	6.843900	Serinus serinus
\	2101.991943	6290.318848
6.494899	6.631010	Linaria cannabina
\	2094.677490	7773.717285
7.325521	7.447671	Serinus serinus
\	3247.782227	6596.386719
7.779221	8.201512	Cyanistes caeruleus
\	4332.853516	14856.019531
8.239902	8.983273	Carduelis carduelis
\	3136.595215	6191.177734
9.126363	9.419524	Linaria cannabina
\	2625.906494	9009.117188
