0.515440	0.839724	Charadrius hiaticula
\	2226.214111	2948.392578
1.761372	2.112964	Charadrius hiaticula
\	2089.208496	2879.080811
3.126777	3.502263	Charadrius hiaticula
\	2116.086914	3054.885010
3.932366	4.423911	Charadrius hiaticula
\	2254.412354	3127.601562
4.615068	4.686752	Charadrius hiaticula
\	2429.401367	3054.885010
5.178297	5.492341	Charadrius hiaticula
\	1984.237793	2983.550537
6.028262	6.362786	Charadrius hiaticula
\	2170.622559	2948.392578
6.768994	7.195683	Charadrius hiaticula
\	2010.104126	2948.392578
7.455110	7.881799	Charadrius hiaticula
\	2198.284912	3091.068848
8.468923	8.963882	Charadrius hiaticula
\	2170.622559	3054.885010
