1.016136	1.467753	Charadrius hiaticula
\	2364.836914	2965.885254
2.427437	2.954323	Charadrius hiaticula
\	2262.059082	2842.951660
4.967778	5.475847	Charadrius hiaticula
\	2162.728027	2997.279297
6.623705	7.094138	Charadrius hiaticula
\	2287.426270	2934.757812
8.806516	9.314585	Charadrius hiaticula
\	1673.040649	3647.574219
11.045780	11.553848	Charadrius hiaticula
\	1335.372192	4198.855957
12.814610	13.256818	Charadrius hiaticula
\	1283.963135	5467.180664
15.063283	15.514899	Charadrius hiaticula
\	1405.995483	5060.490234
18.055240	18.469222	Charadrius hiaticula
\	2262.059082	2842.951660
21.639944	22.148012	Charadrius hiaticula
\	2114.318359	2783.040039
24.142650	24.697762	Charadrius hiaticula
\	2236.907715	2783.040039
