1.278298	1.636000	Otusscops
\	1069.933228	1659.335083
2.603735	2.872704	Charadrius hiaticula
\	2038.531128	3674.705566
3.929172	4.231416	Charadrius hiaticula
\	2067.840820	3537.195557
4.846996	5.138148	Otus scops
\	1127.372803	1659.335083
5.515260	8.005307	Luscinia megarhynchos
\	2835.738525	6141.212891
6.008833	6.297212	Charadrius hiaticula
\	2067.840820	3150.061523
8.343598	8.609795	Otus scops
\	506.460785	824.855835
8.343598	8.662479	Charadrius hiaticula
\	1788.323120	2761.252197
10.581313	10.828099	Charadrius hiaticula
\	2038.531128	3232.914795
12.028757	12.342092	Otus scops
\	1206.869263	1788.323120
13.223868	13.417970	Charadrius hiaticula
\	2067.840820	3275.007080
