2.621988	2.979068	Pluvialis squatarola
\	2405.432129	3109.291504
5.881620	6.391734	Pluvialis squatarola
\	2145.105225	3109.291504
7.748638	8.284259	Pluvialis squatarola
\	2201.001953	3146.529297
9.447319	10.023749	Pluvialis squatarola
\	2286.912842	3377.727783
12.747760	13.313987	Pluvialis squatarola
\	1782.848511	3580.974121
14.885139	15.476872	Pluvialis squatarola
\	2257.997314	3222.101074
19.991385	20.572915	Pluvialis squatarola
\	2117.561523	2893.312500
25.500621	26.097455	Pluvialis squatarola
\	2036.521240	3035.893311
