0.675067	0.739169	Rallus aquaticus
\	2493.077148	3287.607666
1.187878	1.268005	Rallus aquaticus
\	1602.995972	5938.986328
1.488353	1.572486	Rallus aquaticus
\	2370.290283	4279.840820
1.870958	1.939066	Rallus aquaticus
\	1633.295898	5852.773926
2.325677	2.397791	Rallus aquaticus
\	1573.089355	5938.986328
2.760365	2.836485	Rallus aquaticus
\	1573.089355	5600.791504
3.227103	3.303223	Rallus aquaticus
\	1457.296875	5852.773926
3.884141	3.946240	Rallus aquaticus
\	1514.436523	4686.113281
4.406968	4.485092	Rallus aquaticus
\	1514.436523	5358.502441
7.227428	7.291529	Rallus aquaticus
\	2213.887695	6026.334961
7.686153	7.764276	Rallus aquaticus
\	1514.436523	5049.879395
7.910508	7.998647	Rallus aquaticus
\	2451.612305	3556.922607
8.331173	8.415306	Rallus aquaticus
\	2330.420166	4026.165283
8.627642	8.707768	Rallus aquaticus
\	2138.700928	4279.840820
9.148465	9.224585	Rallus aquaticus
\	1663.994751	4828.772949
9.739399	9.805504	Rallus aquaticus
\	2410.685791	5767.678223
