0.804986	0.876608	Rallus aquaticus
\	2277.055908	3864.076172
1.121735	1.208488	Rallus aquaticus
\	2410.422363	3668.380127
1.381994	1.455633	Rallus aquaticus
\	2277.055908	3864.076172
1.626113	1.716901	Rallus aquaticus
\	2277.055908	3668.380127
2.001370	2.092158	Rallus aquaticus
\	2343.008545	3573.702393
2.354434	2.439169	Rallus aquaticus
\	2277.055908	3716.502197
2.752892	2.837628	Rallus aquaticus
\	2309.851562	3716.502197
3.099904	3.179595	Rallus aquaticus
\	2444.687500	3345.887207
3.525598	3.611343	Rallus aquaticus
\	2343.008545	3481.075684
4.116729	4.185324	Rallus aquaticus
\	2309.851562	3301.801758
