3.930013	4.348785	Tringa totanus
\	2151.095215	2793.938477
4.987681	5.100427	Tringa totanus
\	2151.095215	2829.639893
5.078952	5.819856	Tringa totanus
\	2151.095215	3051.642334
6.367481	6.880208	Tringa totanus
\	2151.095215	3759.429443
7.060065	7.720436	Tringa totanus
\	1982.382812	2654.706543
7.704330	7.951298	Pluvialis squatarola
\	2392.667236	3167.826416
8.853268	9.312306	Tringa totanus
\	1849.440552	3538.415039
10.002206	10.318970	Tringa totanus
\	1955.250977	2723.614502
10.469298	11.228993	Tringa totanus
\	2122.257080	3369.516357
12.375247	12.509469	Tringa totanus
\	2151.095215	3167.826416
12.485309	13.134942	Tringa totanus
\	1982.382812	3247.274170
14.831506	15.078474	Tringa totanus
\	2688.985352	3328.354004
16.028764	16.807250	Tringa totanus
\	1928.393799	2793.938477
17.448830	18.154837	Tringa totanus
\	2093.710449	3411.099121
18.651457	18.984327	Tringa totanus
\	2553.936035	3714.323730
19.091705	19.663489	Tringa totanus
\	2122.257080	2902.141113
19.690334	20.007097	Tringa totanus
\	2688.985352	3538.415039
20.484927	20.815112	Tringa totanus
\	2654.706543	3581.723877
20.503718	20.627202	Tringa totanus
\	2093.710449	2553.936035
21.443270	21.674132	Tringa totanus
\	2688.985352	3669.673340
21.658025	21.773456	Tringa totanus
\	2037.481079	2521.022949
22.194912	22.484831	Tringa totanus
\	2424.268555	3669.673340
22.466040	23.035140	Tringa totanus
\	1982.382812	3167.826416
22.968029	23.461966	Tringa totanus
\	2151.095215	3495.544189
23.784098	24.135759	Tringa totanus
\	2392.667236	3411.099121
24.422993	24.761232	Tringa totanus
\	2392.667236	3453.106689
25.096787	25.400128	Tringa totanus
\	2299.767822	3328.354004
25.958490	26.218881	Tringa totanus
\	2521.022949	3495.544189
26.908781	27.193331	Tringa totanus
\	2456.192627	3495.544189
