0.046147	0.777399	Cyanistes caeruleus
\	3890.210938	17233.767578
0.621209	1.714537	Troglodytes troglodytes
\	3109.291504	8179.884277
1.700337	1.838778	Passer domesticus
\	2644.228760	5011.784180
2.392542	2.516783	Passer domesticus
\	3392.545898	5503.834961
2.541632	2.680073	Passer domesticus
\	2548.850830	4848.882324
2.775916	4.039633	Cyanistes caeruleus
\	3511.660400	17233.767578
3.652708	4.628894	Fringilla coelebs
\	2548.850830	4171.440430
4.320064	4.465605	Passer domesticus
\	2792.572021	5179.469238
