0.057508	0.929201	Cyanistes caeruleus
\	3902.759766	6518.712402
0.799052	2.127779	Cyanistes caeruleus
\	4194.062988	8527.078125
2.421370	3.468613	Cyanistes caeruleus
\	7461.349609	9011.211914
3.347544	3.859059	Cyanistes caeruleus
\	3673.299316	9211.903320
4.152650	4.603630	Cyanistes caeruleus
\	4665.944824	6089.047363
4.770099	6.307669	Parus major
\	3950.078125	5304.909668
4.803393	6.204761	Sitta europaea
\	2517.760010	3628.798584
5.902090	7.363992	Cyanistes caeruleus
\	4046.177734	9111.046875
6.604287	7.687850	Parus major
\	3718.257568	4450.848633
