0.270092	1.000724	Sylvia atricapilla
\	2186.925781	4706.788086
0.560960	2.018763	Cyanistes caeruleus
\	4706.788086	8310.411133
1.236189	2.943307	Sylvia atricapilla
\	2145.105225	4475.202148
3.251489	3.369221	Pyrrhula pyrrhula
\	2103.890381	3109.291504
3.883434	3.968271	Pyrrhula pyrrhula
\	2145.105225	2689.579834
4.988040	5.069414	Pyrrhula pyrrhula
\	2186.925781	2789.959717
5.613060	5.928167	Oiseau sp.
\	2022.201294	2720.096680
6.551456	6.655337	Phasianus colchicus
\	1083.630493	1333.951294
7.662987	7.773794	Corvus corone
\	1091.446045	2022.201294
7.773794	9.110402	Cyanistes caeruleus
\	4628.462891	8179.884277
9.179656	9.337210	Oiseau sp.
\	1562.828125	2644.228760
