1.675623	2.079335	Carduelis carduelis
\	2541.430908	4885.974609
2.131427	2.231270	Carduelis carduelis
\	2854.660889	4885.974609
2.391887	2.778235	Carduelis carduelis
\	2366.902344	5539.826172
2.938852	3.203653	Carduelis carduelis
\	4488.594727	7529.181152
3.381633	3.794028	Carduelis carduelis
\	2395.323730	5095.933594
4.497268	4.718659	Carduelis carduelis
\	2887.602539	7917.620605
5.226555	5.521743	Carduelis carduelis
\	2511.667969	5834.361816
5.777861	5.916773	Carduelis carduelis
\	5042.715332	7997.479004
6.285757	6.437692	Carduelis carduelis
\	2663.267334	5369.516113
6.641719	6.776289	Carduelis carduelis
\	2757.639893	5203.854004
7.041090	7.214730	Carduelis carduelis
\	5369.516113	7917.620605
7.414415	7.557668	Carduelis carduelis
\	2255.802246	5656.014160
8.365093	8.504005	Carduelis carduelis
\	5203.854004	7760.091309
8.799192	8.972832	Carduelis carduelis
\	2175.126953	9759.625977
9.163835	9.307088	Carduelis carduelis
\	2366.902344	9105.579102
9.997306	10.266448	Carduelis carduelis
\	5042.715332	6943.769531
10.704888	10.843800	Carduelis carduelis
\	3270.743408	6270.214844
