0.622966	1.243087	Phoenicurus ochruros
\	3136.711670	4752.444336
1.243087	1.317047	Linaria cannabina
\	4057.812744	5548.490723
1.516168	1.573060	Linaria cannabina
\	4231.534668	6013.122070
1.644175	1.709601	Linaria cannabina
\	2416.203613	6616.506348
1.772182	1.848986	Linaria cannabina
\	2221.402344	6993.225586
1.897344	2.008283	Linaria cannabina
\	2242.431396	6512.303223
2.306965	2.375235	Linaria cannabina
\	2038.778687	6110.113770
2.449195	2.537377	Linaria cannabina
\	2078.348633	5917.510742
2.597114	2.690985	Linaria cannabina
\	2393.932617	6110.113770
2.944154	3.032336	Linaria cannabina
\	2221.402344	5917.510742
3.060782	3.296883	Turdus merula
\	1904.667236	2483.982666
3.171721	3.257059	Linaria cannabina
\	2284.943848	6512.303223
3.313951	3.569964	Turdus merula
\	2328.071045	5415.477539
3.660991	4.150261	Turdus merula
\	1741.843262	3220.161377
4.491613	4.565572	Linaria cannabina
\	3890.210938	5684.398438
4.628153	4.696423	Linaria cannabina
\	2576.652832	5730.354004
4.773227	4.847187	Linaria cannabina
\	2393.932617	6258.238770
4.918302	5.003639	Linaria cannabina
\	2461.227539	5917.510742
5.069065	5.180004	Linaria cannabina
\	2438.634521	6409.583496
5.492909	5.589626	Linaria cannabina
\	2529.985107	6460.760742
5.657896	5.746078	Linaria cannabina
\	2529.985107	5965.144043
5.851328	5.925288	Linaria cannabina
\	4267.032715	5638.769043
6.158544	6.235348	Linaria cannabina
\	3792.498291	6013.122070
6.323531	6.391801	Linaria cannabina
\	4338.796875	5548.490723
6.471449	6.551098	Linaria cannabina
\	4092.060303	5593.468262
7.156996	7.242334	Linaria cannabina
\	3728.513672	4831.221191
7.319138	7.398787	Linaria cannabina
\	3634.241455	5638.769043
7.441456	8.035976	Phoenicurus ochruros
\	3392.545898	4560.373535
8.263543	8.348881	Linaria cannabina
\	3392.545898	4791.691406
9.540766	9.603347	Linaria cannabina
\	3541.976562	5823.261230
9.637482	9.700063	Linaria cannabina
\	3824.835938	5870.217285
10.266137	10.325873	Linaria cannabina
\	3481.560547	4831.221191
10.445346	10.522150	Linaria cannabina
\	3696.864014	4831.221191
11.412508	11.489312	Linaria cannabina
\	2038.778687	5242.520020
11.580339	11.665677	Linaria cannabina
\	1867.570801	5965.144043
12.763690	12.840494	Linaria cannabina
\	3392.545898	5242.520020
13.102196	13.173311	Linaria cannabina
\	2200.523682	6159.135742
13.486216	13.557331	Linaria cannabina
\	3792.498291	5503.834961
13.665426	13.736540	Linaria cannabina
\	3857.406006	5371.770996
13.762142	14.009621	Linaria cannabina
\	3603.265381	5503.834961
14.336750	14.393641	Linaria cannabina
\	3511.660400	5285.295410
14.544405	14.621209	Linaria cannabina
\	3890.210938	5200.049805
