0.195760	0.440460	Linaria cannabina
\	2336.977051	3829.948486
0.946173	1.008707	Linaria cannabina
\	2283.483398	3408.138672
1.337693	1.416540	Linaria cannabina
\	2531.870605	3671.772949
1.924972	2.096262	Linaria cannabina
\	2503.281006	3710.791504
2.142483	2.240363	Linaria cannabina
\	2474.944092	3264.691650
2.327367	2.379026	Linaria cannabina
\	2419.020752	3092.404785
2.487782	2.691698	Linaria cannabina
\	2364.082031	3870.379395
2.892896	2.944555	Linaria cannabina
\	2103.568115	3444.804443
3.175660	3.251789	Linaria cannabina
\	2503.281006	3750.158203
3.317042	3.423079	Linaria cannabina
\	2257.090820	3556.776367
3.871695	3.966857	Linaria cannabina
\	2283.483398	3408.138672
4.456256	4.632984	Linaria cannabina
\	2391.429688	3633.100098
5.054411	5.157729	Linaria cannabina
\	2310.111328	3264.691650
5.576438	5.720539	Linaria cannabina
\	2230.931885	3633.100098
6.163717	6.430168	Linaria cannabina
\	2128.590088	3870.379395
6.857034	6.919568	Linaria cannabina
\	2179.306641	3371.796875
7.487816	7.577539	Linaria cannabina
\	2153.835693	3058.856689
7.996247	8.080533	Linaria cannabina
\	2179.306641	3335.777344
8.586246	8.648780	Linaria cannabina
\	2446.858398	3408.138672
8.863572	8.926107	Linaria cannabina
\	2800.937256	3789.876709
9.094678	9.173526	Linaria cannabina
\	2078.767334	3556.776367
9.415507	9.480760	Linaria cannabina
\	2364.082031	3750.158203
9.831496	9.904906	Linaria cannabina
\	2474.944092	3829.948486
10.481310	10.568315	Linaria cannabina
\	2503.281006	3671.772949
10.723291	10.788545	Linaria cannabina
\	2419.020752	3300.076416
11.190940	11.359511	Linaria cannabina
\	2128.590088	3229.618652
11.585179	11.726561	Linaria cannabina
\	2128.590088	3594.768311
12.099048	12.278495	Linaria cannabina
\	2257.090820	3519.120361
12.841305	12.903839	Linaria cannabina
\	2531.870605	3194.857178
13.458492	13.659690	Linaria cannabina
\	2391.429688	3789.876709
13.879919	13.977799	Linaria cannabina
\	2128.590088	3371.796875
