0.513974	0.812721	Cyanistes caeruleus
\	5744.696777	8538.729492
1.182140	1.256024	Cyanistes caeruleus
\	5652.521973	8538.729492
1.477675	1.824607	Cyanistes caeruleus
\	4567.602051	7652.520508
1.853518	1.908128	Turdus merula
\	1425.495850	1938.190674
2.383554	2.508835	Cyanistes caeruleus
\	5296.813477	7299.235352
3.148090	3.205912	Turdus merula
\	1466.717041	1835.371826
3.954387	4.031483	Cyanistes caeruleus
\	6290.318848	7249.309570
5.502733	5.560555	Turdus philomelos
\	6743.315430	9667.248047
6.132351	6.212659	Cyanistes caeruleus
\	6290.318848	7597.364258
6.652750	6.704147	Turdus philomelos
\	6390.887695	9877.946289
6.800517	6.871188	Turdus merula
\	1232.739868	2062.251953
7.185997	7.256669	Cyanistes caeruleus
\	5625.164062	7716.737305
7.468683	8.011568	Erithacus rubecula
\	2771.529297	6390.887695
8.213945	8.747193	Erithacus rubecula
\	2673.755371	5023.301758
