0.812714	1.339408	Athene noctua
\	694.921692	13380.708008
2.431165	2.933442	Athene noctua
\	596.207153	15310.558594
4.161233	4.646071	Athene noctua
\	694.921692	16372.513672
5.835493	6.348235	Athene noctua
\	747.063171	16688.667969
6.616814	7.031891	Athene noctua
\	960.557190	5136.061523
8.102719	8.615461	Athene noctua
\	644.658875	17010.675781
10.136247	10.390874	Athene noctua
\	1038.505127	6183.978516
11.329157	11.873292	Athene noctua
\	801.153870	18185.398438
12.152335	12.410450	Athene noctua
\	1054.528320	6311.458008
14.039365	14.234695	Athene noctua
\	975.862122	6311.458008
14.252136	14.757901	Athene noctua
\	561.017578	18185.398438
17.101865	17.625071	Athene noctua
\	657.052185	15164.340820
