2.717041	2.982132	Athene noctua
\	2215.893066	3764.932373
3.944709	4.154408	Athene noctua
\	2524.847168	3662.360107
5.934868	6.093132	Athene noctua
\	2450.763916	3464.233398
6.674749	6.833012	Athene noctua
\	2626.341553	3595.292236
7.418586	7.600588	Athene noctua
\	2652.209961	3595.292236
7.940854	8.134726	Athene noctua
\	2475.266846	3464.233398
8.198032	8.348382	Athene noctua
\	2784.603516	3562.145996
8.922086	9.131784	Athene noctua
\	2626.341553	3529.254639
9.685705	9.863751	Athene noctua
\	2704.552979	3562.145996
10.409759	10.575936	Athene noctua
\	2731.029785	3529.254639
11.149639	11.296033	Athene noctua
\	2549.926758	3562.145996
12.166480	12.328700	Athene noctua
\	2450.763916	5339.865723
13.262453	13.408846	Athene noctua
\	2575.201172	5293.255859
14.299076	14.469209	Athene noctua
\	2238.570312	4761.222168
