0.082676	0.531486	Burhinus oedicnemus
\	1827.959839	5543.759766
1.541310	1.685992	Burhinus oedicnemus
\	1918.123535	5766.453613
2.362161	2.595424	Burhinus oedicnemus
\	2011.503540	8164.336914
2.737154	3.053093	Alauda arvensis
\	2914.216553	4254.436035
3.053093	3.676113	Burhinus oedicnemus
\	2030.575195	3951.555176
4.048153	4.564876	Burhinus oedicnemus
\	2011.503540	4765.251953
5.001876	5.518598	Burhinus oedicnemus
\	2030.575195	5997.092773
5.781389	6.280395	Burhinus oedicnemus
\	1827.959839	6044.196289
6.256773	6.336496	Alauda arvensis
\	3429.051025	4651.533203
6.528422	7.042192	Burhinus oedicnemus
\	1827.959839	6187.510254
7.278408	7.830563	Burhinus oedicnemus
\	1775.358521	6139.404297
8.087448	8.524448	Burhinus oedicnemus
\	1881.678589	3069.452148
8.462441	8.627792	Alauda arvensis
\	4577.037109	5950.314941
8.769522	9.277387	Burhinus oedicnemus
\	1936.538452	3016.979980
8.786661	8.848734	Emberiza calandra
\	2789.749023	4083.812988
9.038218	9.132704	Emberiza calandra
\	3016.979980	5903.866211
9.534272	10.127765	Burhinus oedicnemus
\	1863.646851	4727.079590
9.740961	9.782299	Emberiza calandra
\	5121.115723	6433.166504
10.322643	10.555906	Alauda arvensis
\	3458.092773	4999.993164
10.490947	11.057865	Burhinus oedicnemus
\	1955.083252	4803.692871
10.833460	10.868893	Emberiza calandra
\	5080.456543	6687.581543
11.429906	11.943676	Burhinus oedicnemus
\	1810.302979	2914.216553
11.618879	12.303905	Alauda arvensis
\	3636.687988	7004.885254
12.816512	12.842847	Emberiza calandra
\	3606.397949	6383.343262
12.823581	13.053891	Burhinus oedicnemus
\	1992.564819	2741.170166
