1.751120	1.846782	Burhinus oedicnemus
\	2126.829834	3068.442383
2.387142	2.519000	Burhinus oedicnemus
\	2188.446533	3178.359863
2.957757	3.089615	Burhinus oedicnemus
\	2230.269043	3262.896729
3.459334	3.632560	Burhinus oedicnemus
\	2147.221436	3123.005371
3.979010	4.188432	Burhinus oedicnemus
\	2106.584229	3095.626221
4.496100	4.741718	Burhinus oedicnemus
\	1911.936279	3014.657227
5.010605	5.424278	Burhinus oedicnemus
\	1988.121094	2757.030273
5.651797	5.928441	Burhinus oedicnemus
\	2106.584229	2732.271729
6.308502	6.486898	Burhinus oedicnemus
\	1988.121094	2683.284668
6.753200	7.084138	Burhinus oedicnemus
\	2027.042114	2683.284668
