0.309101	0.472143	Anas platyrhynchos
\	422.435486	2325.501709
0.723500	0.930699	Anas platyrhynchos
\	491.956940	3385.951416
1.216023	1.426619	Anas platyrhynchos
\	367.608704	3109.291504
1.698356	1.915745	Anas platyrhynchos
\	356.969025	6041.959961
2.279194	2.476203	Anas platyrhynchos
\	325.681854	6604.408691
2.856635	3.063834	Anas platyrhynchos
\	265.858551	7213.778809
3.447662	3.665052	Anas platyrhynchos
\	285.401550	6604.408691
4.093038	4.324014	Anas platyrhynchos
\	315.459991	6979.523438
4.758793	4.989770	Anas platyrhynchos
\	644.184448	6531.613281
5.482293	5.675905	Anas platyrhynchos
\	770.982788	6979.523438
6.202396	6.392612	Anas platyrhynchos
\	925.946289	6178.374512
