0.159913	0.358989	Anas platyrhynchos
\	1890.831787	2140.997559
0.590701	0.675553	Anas platyrhynchos
\	488.474976	7196.922852
1.063914	1.230355	Anas platyrhynchos
\	201.353577	7196.922852
1.200983	1.344579	Anas platyrhynchos
\	1956.788330	6747.033691
1.615452	1.778629	Anas platyrhynchos
\	178.976898	7196.922852
1.778629	1.977705	Anas platyrhynchos
\	1784.522827	7263.375000
2.196362	2.359539	Anas platyrhynchos
\	164.368668	7263.375000
2.372594	2.656522	Anas platyrhynchos
\	1847.772949	6623.264648
2.806644	2.995930	Anas platyrhynchos
\	171.642197	9712.446289
3.067728	3.315757	Anas platyrhynchos
\	1912.633423	6623.264648
3.469143	3.651901	Anas platyrhynchos
\	232.077744	6747.033691
3.753071	4.027208	Anas platyrhynchos
\	1743.230957	2952.986084
4.072898	4.262183	Anas platyrhynchos
\	255.806259	5867.419922
4.457996	4.702761	Anas platyrhynchos
\	1869.212158	2862.298584
4.728870	4.911628	Anas platyrhynchos
\	224.299866	6381.867188
5.149866	5.410949	Anas platyrhynchos
\	1890.831787	2862.298584
5.410949	5.629607	Anas platyrhynchos
\	518.730774	7604.114746
5.854791	6.112611	Anas platyrhynchos
\	1934.618164	2862.298584
6.128928	6.324741	Anas platyrhynchos
\	478.557587	7065.678223
6.533607	6.804481	Anas platyrhynchos
\	1847.772949	2803.093750
6.830589	7.023138	Anas platyrhynchos
\	570.878296	6562.157715
7.248323	7.391918	Anas platyrhynchos
\	1869.212158	2631.320557
7.551832	7.741117	Anas platyrhynchos
\	468.722931	6441.460449
7.998937	8.145796	Anas platyrhynchos
\	1826.512939	2631.320557
8.269811	8.465623	Anas platyrhynchos
\	1642.979004	6034.609863
9.069378	9.248873	Anas platyrhynchos
\	1091.895874	2716.127686
9.558909	9.666606	Anas platyrhynchos
\	1956.788330	2337.979004
9.797147	9.979906	Anas platyrhynchos
\	1004.030334	2744.874023
10.276888	10.456382	Anas platyrhynchos
\	1912.633423	2213.322266
10.551025	10.733783	Anas platyrhynchos
\	1604.039429	2832.572266
11.011184	11.187415	Anas platyrhynchos
\	1826.512939	2140.997559
11.317957	11.500715	Anas platyrhynchos
\	1722.843384	2575.955078
11.827069	11.980456	Anas platyrhynchos
\	1890.831787	2415.318604
