1.187060	1.547548	Pluvialis squatarola
\	1928.730347	2873.293457
2.556184	2.902107	Pluvialis squatarola
\	2187.243896	2695.065674
3.561180	3.801505	Pluvialis squatarola
\	1797.615356	2236.907715
4.442372	4.642643	Pluvialis squatarola
\	2066.728271	2666.238037
5.491063	5.836985	Pluvialis squatarola
\	1776.407837	2187.243896
6.426874	6.579808	Pluvialis squatarola
\	2211.970215	2581.213867
9.795066	10.057239	Pluvialis squatarola
\	2090.421631	2609.313965
10.534247	10.639845	Pluvialis squatarola
\	2211.970215	2525.728271
11.386309	11.586580	Pluvialis squatarola
\	2138.420410	2783.040039
11.681253	11.830546	Pluvialis squatarola
\	2043.235229	2783.040039
12.165545	12.500543	Pluvialis squatarola
\	1797.615356	2162.728027
14.029884	14.273851	Pluvialis squatarola
\	2114.318359	2695.065674
15.606562	16.440417	Pluvialis squatarola
\	1951.242432	2581.213867
17.623836	18.028019	Pluvialis squatarola
\	2043.235229	2609.313965
18.159105	18.403072	Pluvialis squatarola
\	1884.277832	2162.728027
18.698016	19.743066	Pluvialis squatarola
\	2019.941895	2695.065674
