0.986390	1.540498	Pluvialis squatarola
\	2459.940186	4248.524414
1.579796	2.122114	Pluvialis squatarola
\	2393.162598	3843.301025
2.275378	2.825556	Pluvialis squatarola
\	2459.940186	3561.312500
2.943451	3.615454	Pluvialis squatarola
\	2426.373291	3516.046387
3.804086	4.440721	Pluvialis squatarola
\	2528.158691	3516.046387
4.546826	5.175601	Pluvialis squatarola
\	2459.940186	3653.307861
5.403532	6.055885	Pluvialis squatarola
\	2562.818604	3561.312500
6.633572	7.407751	Pluvialis squatarola
\	1963.609253	3747.290283
7.745717	8.362702	Pluvialis squatarola
\	2633.258301	3795.039062
8.960038	9.620252	Pluvialis squatarola
\	2669.046387	3941.385010
