0.997673	3.085518	Pluvialis squatarola
\	1759.205933	4069.516602
3.329981	3.686765	Pluvialis squatarola
\	1725.149292	6547.140625
5.583004	6.118180	Pluvialis squatarola
\	1864.272461	6496.783691
7.148888	7.637814	Pluvialis squatarola
\	1992.536255	5138.378418
9.091377	9.666195	Pluvialis squatarola
\	1955.248535	5473.309082
10.346727	10.875296	Pluvialis squatarola
\	1973.827393	5303.508789
12.084396	12.560108	Pluvialis squatarola
\	1828.760620	6752.113281
13.465281	14.092956	Pluvialis squatarola
\	1846.454468	5179.231934
15.196343	15.757947	Pluvialis squatarola
\	1918.476807	5261.792480
16.557406	17.066154	Pluvialis squatarola
\	1776.413452	4783.255371
