0.280176	0.430182	Parus major
\	2522.842773	11322.751953
0.521921	0.679365	Parus major
\	2660.395264	13216.606445
0.756228	1.017808	Parus major
\	2456.192627	15075.646484
1.088472	1.268231	Parus major
\	2456.192627	15408.785156
1.324019	1.612873	Parus major
\	2590.900391	14749.393555
1.673619	1.836022	Parus major
\	2326.998779	15075.646484
1.914124	2.264965	Parus major
\	2660.395264	13216.606445
5.917174	6.079577	Parus major
\	2522.842773	13510.491211
6.165117	6.359753	Parus major
\	2660.395264	14116.997070
6.413061	6.689518	Parus major
\	2590.900391	15748.954102
6.750264	6.921345	Parus major
\	2522.842773	15408.785156
6.979612	7.247391	Parus major
\	2522.842773	15748.954102
