0.116967	0.562556	Oiseau sp.
\	3546.724609	6280.250977
2.239084	2.606695	Parus major
\	2187.691650	8457.420898
2.584416	2.796070	Corvus corax
\	666.853394	1883.671143
3.152542	3.364196	Corvus corax
\	744.832153	2773.332520
3.820925	4.054859	Corvus corax
\	679.648621	2827.193848
4.077139	4.338922	Lophophanes cristatus
\	2937.435791	5437.847656
5.299723	5.508593	Parus major
\	6458.891602	8599.426758
5.915193	6.257739	Parus major
\	1775.831909	15482.401367
6.522308	6.767382	Corvus corax
\	767.237366	2015.307007
6.798016	6.898273	Erithacus rubecula
\	6066.785156	8971.654297
7.129423	7.385636	Corvus corax
\	637.835022	1892.806152
7.405131	7.483109	Erithacus rubecula
\	6172.689453	8531.408203
8.218331	8.455050	Lophophanes cristatus
\	2668.065430	3811.872559
