0.556717	0.701504	Parus major
\	4249.067871	7509.250000
0.825899	0.976804	Parus major
\	3529.761719	7950.462402
1.537599	1.588580	Linaria cannabina
\	1657.393799	4606.864258
1.600816	2.602091	Turdus merula
\	1741.121460	3384.686279
2.106551	2.243182	Linaria cannabina
\	1940.542603	5455.400391
2.243182	2.312516	Erithacus rubecula
\	7227.683594	9074.391602
2.506246	2.561305	Linaria cannabina
\	1894.863647	5090.700195
2.840683	3.444303	Turdus merula
\	1987.025635	2206.535156
3.134336	3.295438	Parus major
\	3875.300537	7297.156250
3.660464	3.727760	Erithacus rubecula
\	7227.683594	9074.391602
4.323223	4.474127	Parus major
\	3420.481445	7726.969727
4.724956	4.861586	Parus major
\	3043.394043	7509.250000
4.773898	4.849351	Erithacus rubecula
\	7653.761230	8989.476562
5.208260	5.514148	Turdus merula
\	1596.488159	1963.682983
