0.381242	0.444782	Fringilla coelebs
\	2215.893066	3407.547607
1.207267	2.100362	Parus major
\	1313.983154	19166.115234
2.393353	2.513374	Fringilla coelebs
\	2644.228760	4702.955566
2.859316	3.134657	Parus major
\	3349.626709	4687.810059
3.441769	3.487659	Fringilla coelebs
\	2296.929443	3521.701416
4.281914	4.352514	Fringilla coelebs
\	2137.048584	3521.701416
4.878487	6.152824	Parus major
\	1380.119263	14858.694336
5.863363	7.240070	Phylloscopus trochilus
\	2427.714355	4402.625488
6.639967	7.049449	Parus major
\	3083.484131	4687.810059
7.614252	8.175525	Parus major
\	2883.218750	16646.431641
8.207296	8.719148	Parus major
\	5817.439453	7624.542480
