0.134504	0.262392	Branta canadensis
\	1198.864258	4959.380371
0.224908	0.383666	Passer domesticus
\	2668.900879	4959.380371
0.410126	1.265657	Parus major
\	4316.223145	9145.370117
0.956960	1.693423	Parus major
\	2485.281738	13773.640625
1.408981	1.525845	Branta canadensis
\	1214.310547	2314.680908
2.447526	2.597464	Passer domesticus
\	3982.671875	7199.611816
2.692278	2.886316	Branta canadensis
\	1062.595459	5136.061523
3.669083	4.436416	Parus major
\	2361.887451	11791.605469
4.493745	4.615019	Branta canadensis
\	1111.781616	2232.838379
4.974430	5.128779	Passer domesticus
\	2712.173584	4673.534180
5.150829	5.322817	Parus major
\	5551.770508	6880.116699
5.613874	6.006360	Parus major
\	4882.651367	8301.931641
5.878471	5.988720	Branta canadensis
\	1136.887207	2153.217285
